N,P,K,ph,Organic Matter (%),Soil Texture,Irrigation Source,Region,Suitable Crops
15,11,38,6.630646083,2.700396147,Sandy,Canal,Multan,"Mango, Wheat"
14,5,36,5.832525853,1.817005943,Sandy,Rain-fed,Multan,"Mango, Wheat"
16,10,41,6.738993954,3.457746432,Sandy,Canal,Lahore,"Wheat, Rice"
36,7,37,5.782435567,2.978206012,Sandy,Tube well,Lahore,"Wheat, Rice"
4,20,41,6.537042717,0.661266249,Clayey,Canal,Bahawalpur,"Dates, Millet"
29,22,40,6.145104401,2.976517449,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
16,15,42,6.890784045,1.059419584,Clayey,Canal,Rawalpindi,"Barley, Maize"
18,27,41,7.175344328,0.657734831,Loamy,Rain-fed,Lahore,"Wheat, Rice"
11,18,42,5.938528744,2.841711243,Sandy,Tube well,Multan,"Mango, Wheat"
5,15,38,5.709380472,1.756582838,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
18,23,44,6.184400085,4.029252747,Loamy,Canal,Bahawalpur,"Dates, Millet"
9,8,40,6.553509673,0.960348249,Sandy,Tube well,Rawalpindi,"Barley, Maize"
40,27,45,5.885638185,1.428468794,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
22,23,44,6.143874691,3.823601188,Sandy,Tube well,Lahore,"Wheat, Rice"
9,16,39,6.101198974,3.048975158,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
12,29,40,6.594037135,4.28651188,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
0,17,42,6.859840821,2.676325922,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
2,21,44,6.56893406,1.316127747,Loamy,Rain-fed,Multan,"Mango, Wheat"
28,6,40,6.769855664,3.40204111,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
8,23,44,7.130837931,2.403654414,Clayey,Canal,Multan,"Mango, Wheat"
29,16,36,5.740338002,1.069031377,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
17,18,43,5.843005428,0.71042763,Sandy,Canal,Lahore,"Wheat, Rice"
34,21,42,6.648687274,4.749287129,Sandy,Rain-fed,Lahore,"Wheat, Rice"
21,23,42,6.902751061,0.755978007,Loamy,Tube well,Multan,"Mango, Wheat"
25,17,40,6.608023872,4.413810736,Clayey,Canal,Multan,"Mango, Wheat"
8,25,36,6.828522375,4.274225611,Sandy,Tube well,Rawalpindi,"Barley, Maize"
26,18,42,6.910374919,3.112740663,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
4,19,42,6.306605528,0.907519672,Clayey,Canal,Lahore,"Wheat, Rice"
36,24,41,7.009180374,3.333614946,Loamy,Canal,Multan,"Mango, Wheat"
5,24,40,6.297907579,3.93332549,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
19,17,39,6.728599215,1.649152196,Sandy,Rain-fed,Lahore,"Wheat, Rice"
39,30,38,6.965156738,4.572051805,Sandy,Tube well,Multan,"Mango, Wheat"
5,29,44,5.578095745,0.853772136,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
4,24,43,7.199504273,0.539135103,Loamy,Canal,Multan,"Mango, Wheat"
38,21,35,5.841367187,2.137477539,Sandy,Canal,Lahore,"Wheat, Rice"
37,11,36,6.710143266,1.627542362,Clayey,Canal,Multan,"Mango, Wheat"
9,25,41,5.972714857,2.152130734,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
29,22,43,5.561851831,3.975273922,Clayey,Rain-fed,Multan,"Mango, Wheat"
5,21,38,6.107054808,3.384802599,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
22,26,38,6.988035315,4.643513499,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
4,18,37,7.13147457,1.315700688,Clayey,Canal,Rawalpindi,"Barley, Maize"
21,6,41,7.086947687,4.188605213,Sandy,Tube well,Rawalpindi,"Barley, Maize"
29,21,45,6.749260456,3.696849906,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
23,5,44,7.16300467,1.062465918,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
13,7,43,7.013481515,2.09580769,Sandy,Canal,Bahawalpur,"Dates, Millet"
5,13,37,5.648243649,3.938436969,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
27,24,41,6.610251186,1.885347145,Loamy,Canal,Lahore,"Wheat, Rice"
7,23,35,7.054313823,2.891481106,Clayey,Canal,Rawalpindi,"Barley, Maize"
12,20,39,6.026999326,4.531349235,Loamy,Rain-fed,Multan,"Mango, Wheat"
4,19,43,5.779427402,1.836409041,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
3,9,45,6.535244251,1.002027441,Loamy,Tube well,Lahore,"Wheat, Rice"
1,27,36,5.684995235,1.74808312,Sandy,Rain-fed,Lahore,"Wheat, Rice"
23,30,44,6.12476108,2.124853666,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
24,21,42,6.999014379,1.014476248,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
13,30,37,6.277148771,3.110985673,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
40,11,44,6.322396027,1.157130434,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
21,9,40,5.956401828,3.25630886,Loamy,Rain-fed,Multan,"Mango, Wheat"
3,27,44,6.591302797,4.741509978,Clayey,Tube well,Rawalpindi,"Barley, Maize"
40,29,42,7.104094929,3.221803846,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
14,25,40,6.407872061,4.117605138,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
38,14,37,6.658402594,3.724501453,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
34,9,36,6.276038961,3.018254976,Clayey,Canal,Bahawalpur,"Dates, Millet"
32,14,37,6.825256236,1.715622834,Sandy,Rain-fed,Multan,"Mango, Wheat"
18,21,35,6.368560522,2.156631375,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
8,23,38,7.005410734,2.496762564,Sandy,Rain-fed,Multan,"Mango, Wheat"
15,6,41,6.897368477,1.43979902,Loamy,Canal,Lahore,"Wheat, Rice"
0,5,36,6.152906502,2.486566456,Sandy,Rain-fed,Multan,"Mango, Wheat"
22,9,44,5.744361602,2.727096089,Loamy,Tube well,Multan,"Mango, Wheat"
14,8,43,7.051654924,0.866363238,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
31,11,45,6.034612928,2.621099653,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
39,17,45,6.924490731,4.1688729,Loamy,Canal,Multan,"Mango, Wheat"
10,5,42,6.887005997,3.93032705,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
8,28,38,6.8444019,2.999469658,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
32,13,42,5.786058032,0.709116065,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
18,9,40,5.627186257,3.57366666,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
20,27,41,5.700088663,2.669171067,Clayey,Tube well,Bahawalpur,"Dates, Millet"
39,25,36,5.567805185,1.416162505,Sandy,Tube well,Bahawalpur,"Dates, Millet"
20,7,45,6.077886012,1.497898005,Loamy,Tube well,Bahawalpur,"Dates, Millet"
11,10,45,6.397995609,3.338423425,Sandy,Canal,Lahore,"Wheat, Rice"
40,18,43,5.767372539,3.11747108,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
3,26,39,7.079973241,1.91133809,Clayey,Tube well,Multan,"Mango, Wheat"
9,16,36,5.893332378,1.637695983,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
30,20,38,7.058222596,2.088770633,Clayey,Canal,Multan,"Mango, Wheat"
40,9,41,5.78270695,3.803129964,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
40,30,35,6.269663963,3.879425629,Clayey,Tube well,Multan,"Mango, Wheat"
32,25,35,5.892913826,3.482299323,Sandy,Tube well,Rawalpindi,"Barley, Maize"
33,23,45,7.116538883,4.569728643,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
4,14,41,6.430163481,2.136325553,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
13,17,45,7.159520979,3.973254482,Clayey,Canal,Bahawalpur,"Dates, Millet"
39,24,39,6.431265737,4.66430759,Loamy,Canal,Rawalpindi,"Barley, Maize"
8,28,37,6.082571701,4.141110113,Loamy,Tube well,Rawalpindi,"Barley, Maize"
91,94,46,6.149934034,4.477721532,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
105,95,50,5.849076099,2.642530638,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
108,92,53,6.276800323,4.391755579,Sandy,Canal,Rawalpindi,"Barley, Maize"
86,76,54,5.926824754,1.630839012,Loamy,Canal,Multan,"Mango, Wheat"
80,77,49,5.519088423,3.54888258,Clayey,Canal,Lahore,"Wheat, Rice"
93,94,53,6.079178788,0.918651748,Loamy,Canal,Rawalpindi,"Barley, Maize"
90,92,55,6.13465588,3.280778359,Clayey,Tube well,Bahawalpur,"Dates, Millet"
108,89,53,5.808497604,0.7247981,Loamy,Rain-fed,Lahore,"Wheat, Rice"
108,88,55,5.891458107,3.220278585,Clayey,Tube well,Bahawalpur,"Dates, Millet"
105,77,52,5.816622479,1.518872605,Clayey,Canal,Multan,"Mango, Wheat"
118,88,52,5.843163161,2.53545841,Sandy,Tube well,Rawalpindi,"Barley, Maize"
101,87,54,6.376756633,1.421923993,Sandy,Rain-fed,Lahore,"Wheat, Rice"
95,75,50,5.623615687,4.558615517,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
106,85,53,5.91505509,4.530049702,Loamy,Tube well,Bahawalpur,"Dates, Millet"
86,95,49,6.458714879,3.828371721,Loamy,Canal,Rawalpindi,"Barley, Maize"
83,79,55,5.565028635,4.23544297,Loamy,Rain-fed,Multan,"Mango, Wheat"
85,95,47,6.211833161,3.932114525,Clayey,Canal,Lahore,"Wheat, Rice"
109,79,45,6.490074429,2.540686148,Clayey,Canal,Rawalpindi,"Barley, Maize"
100,76,45,5.590236025,0.747609434,Loamy,Canal,Bahawalpur,"Dates, Millet"
117,86,48,6.225225239,3.292816311,Loamy,Canal,Bahawalpur,"Dates, Millet"
114,94,53,6.190757459,1.771728888,Clayey,Rain-fed,Lahore,"Wheat, Rice"
110,78,50,5.915568968,3.797375675,Loamy,Rain-fed,Multan,"Mango, Wheat"
94,70,48,6.195152442,2.620378315,Loamy,Canal,Bahawalpur,"Dates, Millet"
80,71,47,6.156373499,2.53309753,Sandy,Tube well,Rawalpindi,"Barley, Maize"
114,79,51,6.313197204,2.685255761,Clayey,Tube well,Bahawalpur,"Dates, Millet"
88,78,45,6.324270089,4.334487463,Loamy,Canal,Multan,"Mango, Wheat"
112,73,48,5.707488987,2.274520773,Clayey,Tube well,Rawalpindi,"Barley, Maize"
117,76,47,6.119216009,4.093241884,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
111,87,48,5.571401169,0.877191361,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
89,83,47,5.63127166,1.923524682,Loamy,Rain-fed,Multan,"Mango, Wheat"
93,91,47,6.101241579,3.707187883,Sandy,Tube well,Bahawalpur,"Dates, Millet"
92,81,52,6.438137279,3.190935825,Clayey,Rain-fed,Lahore,"Wheat, Rice"
105,74,45,6.098369122,4.51428787,Clayey,Tube well,Lahore,"Wheat, Rice"
102,71,48,5.695267822,1.128327566,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
94,91,51,5.618094446,1.893791122,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
116,71,47,6.435785799,3.476170149,Sandy,Canal,Rawalpindi,"Barley, Maize"
117,79,49,6.176644228,1.607864412,Clayey,Canal,Lahore,"Wheat, Rice"
119,72,55,6.220643671,1.566812573,Loamy,Canal,Bahawalpur,"Dates, Millet"
99,73,53,5.871702211,0.831193256,Clayey,Canal,Rawalpindi,"Barley, Maize"
91,84,52,6.390741836,2.118519135,Clayey,Tube well,Bahawalpur,"Dates, Millet"
80,90,47,6.21084479,3.212309357,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
101,70,48,6.012696655,1.976827514,Clayey,Canal,Bahawalpur,"Dates, Millet"
108,89,53,5.908770059,3.155852264,Loamy,Canal,Bahawalpur,"Dates, Millet"
100,80,52,6.049801781,2.705155272,Loamy,Tube well,Bahawalpur,"Dates, Millet"
109,91,53,6.010095853,3.585300039,Sandy,Rain-fed,Lahore,"Wheat, Rice"
82,78,46,5.738678895,1.493942535,Clayey,Tube well,Lahore,"Wheat, Rice"
106,70,55,5.74055541,2.426619207,Clayey,Canal,Bahawalpur,"Dates, Millet"
90,86,52,5.793260262,4.400103147,Sandy,Tube well,Rawalpindi,"Barley, Maize"
83,95,50,5.50947065,3.721649369,Sandy,Tube well,Lahore,"Wheat, Rice"
119,90,48,5.986442306,1.761583126,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
107,72,45,5.790768046,0.55981782,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
116,81,55,5.915546415,1.306775839,Loamy,Tube well,Multan,"Mango, Wheat"
101,75,50,6.242528278,1.772959021,Loamy,Canal,Bahawalpur,"Dates, Millet"
93,81,50,6.036079266,0.7277464,Loamy,Tube well,Lahore,"Wheat, Rice"
95,75,45,5.829898502,2.526200374,Loamy,Canal,Rawalpindi,"Barley, Maize"
107,71,55,6.088064451,3.293238339,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
83,94,47,6.469370954,4.555719032,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
102,73,54,5.720726906,1.322283414,Clayey,Rain-fed,Multan,"Mango, Wheat"
86,79,45,5.80766417,1.587096196,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
117,86,53,5.703381728,4.689606336,Clayey,Tube well,Bahawalpur,"Dates, Millet"
111,79,53,6.165001278,4.277080026,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
95,74,50,6.002481605,4.201972353,Loamy,Rain-fed,Lahore,"Wheat, Rice"
91,75,55,6.212369363,0.916828779,Clayey,Canal,Bahawalpur,"Dates, Millet"
93,83,46,5.765308943,1.851172337,Sandy,Canal,Lahore,"Wheat, Rice"
92,85,51,5.740764682,4.858002946,Loamy,Canal,Rawalpindi,"Barley, Maize"
104,80,54,5.879119455,3.223193247,Sandy,Tube well,Bahawalpur,"Dates, Millet"
103,72,51,6.099478745,1.15725958,Clayey,Canal,Rawalpindi,"Barley, Maize"
92,75,45,5.674403359,1.69120981,Sandy,Tube well,Multan,"Mango, Wheat"
93,85,49,5.694243847,2.32384467,Sandy,Tube well,Multan,"Mango, Wheat"
120,87,52,5.905494703,1.331092083,Loamy,Rain-fed,Lahore,"Wheat, Rice"
108,72,46,6.110844721,1.778460133,Loamy,Canal,Lahore,"Wheat, Rice"
105,88,54,6.020445317,2.552910258,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
98,79,50,6.435917308,4.090139534,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
111,88,55,5.505393833,2.390360637,Sandy,Rain-fed,Lahore,"Wheat, Rice"
97,74,45,5.677719902,3.127935281,Sandy,Canal,Multan,"Mango, Wheat"
95,82,48,5.719014989,1.707588473,Sandy,Rain-fed,Lahore,"Wheat, Rice"
89,91,55,6.275572298,3.491830354,Sandy,Tube well,Rawalpindi,"Barley, Maize"
89,85,55,6.275384607,1.614820961,Clayey,Canal,Rawalpindi,"Barley, Maize"
118,88,51,6.201911642,1.367030079,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
101,92,45,5.758054257,1.004173088,Loamy,Tube well,Multan,"Mango, Wheat"
99,92,47,6.323933647,1.12999011,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
82,77,46,5.901100841,1.627684526,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
90,86,55,5.644486582,0.651958213,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
95,88,52,6.235461772,4.466354424,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
104,73,46,6.28236237,1.458901526,Clayey,Canal,Lahore,"Wheat, Rice"
102,73,52,6.356090905,2.65380673,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
100,74,52,5.837258235,4.704408755,Clayey,Canal,Lahore,"Wheat, Rice"
94,89,48,5.653437902,3.351466155,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
99,70,46,5.727469947,3.359351029,Clayey,Canal,Multan,"Mango, Wheat"
112,87,48,6.200111068,1.837057057,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
117,82,45,5.614471478,2.781573677,Sandy,Rain-fed,Lahore,"Wheat, Rice"
96,86,51,6.257369799,0.769759529,Clayey,Canal,Bahawalpur,"Dates, Millet"
113,85,45,6.037430836,2.004108738,Loamy,Tube well,Rawalpindi,"Barley, Maize"
105,93,46,5.760457558,2.680970925,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
85,89,51,6.158164422,4.224588251,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
108,94,47,6.387431383,1.06918397,Sandy,Tube well,Rawalpindi,"Barley, Maize"
92,81,52,5.891413895,1.617040089,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
110,71,54,5.725418961,4.636298709,Clayey,Tube well,Rawalpindi,"Barley, Maize"
82,75,55,6.281069505,3.042413651,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
117,81,53,5.507641778,3.867760141,Clayey,Canal,Multan,"Mango, Wheat"
2,40,27,5.954626604,1.629089648,Loamy,Canal,Rawalpindi,"Barley, Maize"
39,24,31,4.757114897,1.261725471,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
21,26,27,5.699586972,3.762168452,Clayey,Tube well,Bahawalpur,"Dates, Millet"
25,22,25,5.977413803,2.936147804,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
0,21,32,6.430139436,2.67382923,Sandy,Canal,Lahore,"Wheat, Rice"
20,19,35,6.113935087,1.068456415,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
19,21,34,5.074272692,0.840823781,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
18,17,31,5.667507706,2.516935775,Sandy,Tube well,Rawalpindi,"Barley, Maize"
11,36,33,5.978634285,1.05708587,Clayey,Tube well,Rawalpindi,"Barley, Maize"
30,28,30,5.064613314,0.748382592,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
18,19,27,4.772385986,4.487300385,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
23,23,27,5.161148592,4.648529088,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
37,30,34,6.797779227,0.536983752,Loamy,Tube well,Lahore,"Wheat, Rice"
11,27,30,6.39474303,4.230126129,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
12,19,31,5.566704378,3.194515383,Sandy,Rain-fed,Multan,"Mango, Wheat"
3,28,33,5.755049971,4.35562708,Clayey,Rain-fed,Lahore,"Wheat, Rice"
37,38,32,5.417340525,3.528895475,Sandy,Canal,Bahawalpur,"Dates, Millet"
26,37,30,6.166173834,2.722542014,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
14,18,30,5.191265116,3.274920851,Clayey,Canal,Lahore,"Wheat, Rice"
40,16,35,4.954739564,4.771373017,Sandy,Tube well,Rawalpindi,"Barley, Maize"
4,20,25,5.664587011,2.930215122,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
36,25,33,5.548584852,3.833050967,Clayey,Canal,Multan,"Mango, Wheat"
30,17,31,6.804437106,1.266279363,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
28,37,28,6.097869767,2.144755938,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
38,15,30,5.075504537,0.908439327,Loamy,Canal,Rawalpindi,"Barley, Maize"
12,37,30,4.546466109,2.068369028,Sandy,Tube well,Lahore,"Wheat, Rice"
38,19,31,5.855119268,3.531795856,Sandy,Tube well,Lahore,"Wheat, Rice"
8,33,29,6.442393461,3.52644867,Clayey,Tube well,Bahawalpur,"Dates, Millet"
15,27,28,4.507523551,3.915692595,Sandy,Rain-fed,Multan,"Mango, Wheat"
34,16,25,6.10729559,3.115958729,Loamy,Tube well,Bahawalpur,"Dates, Millet"
11,36,31,6.47544932,2.055010562,Clayey,Tube well,Bahawalpur,"Dates, Millet"
33,29,34,6.832979509,2.71085459,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
12,31,26,5.395275719,4.119988787,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
12,34,28,6.13526938,2.882023365,Loamy,Canal,Multan,"Mango, Wheat"
5,16,31,4.555688532,2.997876644,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
1,30,29,6.434197756,0.815998322,Sandy,Canal,Lahore,"Wheat, Rice"
16,35,31,5.316875978,2.757427303,Loamy,Canal,Multan,"Mango, Wheat"
35,18,26,5.279388967,1.68949362,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
4,40,26,6.720041791,1.908845075,Sandy,Tube well,Bahawalpur,"Dates, Millet"
9,29,34,5.72742254,3.201232269,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
2,38,33,4.691396195,3.259837974,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
26,32,32,6.810186079,1.034747026,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
34,38,31,6.454045329,3.562804831,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
5,32,33,5.842763773,0.75721391,Clayey,Tube well,Lahore,"Wheat, Rice"
31,29,26,5.024124684,2.146565197,Sandy,Canal,Lahore,"Wheat, Rice"
34,34,35,6.422710539,0.534772683,Clayey,Tube well,Rawalpindi,"Barley, Maize"
36,19,32,4.94295037,0.512570487,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
7,17,26,6.414526606,2.137374682,Clayey,Canal,Multan,"Mango, Wheat"
38,15,27,6.777788126,1.850913798,Sandy,Canal,Bahawalpur,"Dates, Millet"
5,19,25,6.441328044,4.140025874,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
37,36,26,4.650536197,2.743451811,Loamy,Rain-fed,Lahore,"Wheat, Rice"
21,31,32,5.254532213,4.650630801,Loamy,Canal,Bahawalpur,"Dates, Millet"
37,36,27,5.910634533,4.700988508,Sandy,Canal,Multan,"Mango, Wheat"
23,23,30,4.755273631,1.942745505,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
36,26,26,6.814630246,3.141313474,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
24,33,35,5.342866119,1.74749946,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
26,18,30,6.336234624,4.036495185,Clayey,Rain-fed,Multan,"Mango, Wheat"
22,17,26,4.754435025,2.579197799,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
11,34,32,6.831706773,4.323089968,Loamy,Rain-fed,Multan,"Mango, Wheat"
29,35,28,6.967417766,3.004690199,Sandy,Canal,Lahore,"Wheat, Rice"
22,28,26,4.947683034,1.906836907,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
23,24,32,5.630619901,2.579513902,Clayey,Canal,Bahawalpur,"Dates, Millet"
1,35,34,6.27339822,1.023540908,Sandy,Canal,Multan,"Mango, Wheat"
2,24,34,6.472774648,4.962131552,Loamy,Rain-fed,Lahore,"Wheat, Rice"
39,37,25,6.953246506,1.301676747,Loamy,Tube well,Lahore,"Wheat, Rice"
15,36,27,5.643710216,3.020296595,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
3,18,31,6.392313973,2.97197625,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
8,38,32,4.981816523,3.339001553,Clayey,Canal,Bahawalpur,"Dates, Millet"
33,31,34,5.421265283,3.205255327,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
14,29,32,6.942520105,2.089588459,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
18,20,26,5.435840509,2.810767621,Clayey,Canal,Bahawalpur,"Dates, Millet"
9,21,32,5.870116071,1.85231338,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
20,30,27,4.74910393,3.313051497,Loamy,Canal,Rawalpindi,"Barley, Maize"
9,38,25,5.497946899,2.592449886,Sandy,Rain-fed,Multan,"Mango, Wheat"
26,24,34,6.811291098,2.545838142,Sandy,Tube well,Multan,"Mango, Wheat"
31,36,29,6.460542749,2.469115408,Clayey,Rain-fed,Lahore,"Wheat, Rice"
14,18,35,4.791146778,1.071060353,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
40,16,35,6.4841522,3.829896516,Sandy,Tube well,Lahore,"Wheat, Rice"
28,27,34,6.526654345,2.739870971,Loamy,Canal,Bahawalpur,"Dates, Millet"
0,17,30,6.279133738,3.540582239,Loamy,Canal,Rawalpindi,"Barley, Maize"
1,29,29,6.052026047,1.731994103,Clayey,Canal,Multan,"Mango, Wheat"
2,36,31,5.73171945,3.32142601,Sandy,Canal,Multan,"Mango, Wheat"
12,27,26,5.32307197,0.542193901,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
7,28,35,4.66910839,2.019921023,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
0,36,26,5.101206389,2.806570339,Clayey,Tube well,Lahore,"Wheat, Rice"
26,35,31,5.339556562,0.566035855,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
27,21,30,5.061081874,3.504582389,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
22,38,31,5.821106036,2.538831046,Loamy,Canal,Rawalpindi,"Barley, Maize"
22,18,31,5.956027059,1.10229593,Loamy,Canal,Rawalpindi,"Barley, Maize"
28,23,28,5.676032581,2.730405599,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
7,31,27,6.524114355,3.079583768,Clayey,Rain-fed,Multan,"Mango, Wheat"
29,34,26,6.273953676,1.536674983,Loamy,Rain-fed,Lahore,"Wheat, Rice"
8,37,33,6.128167757,3.27906743,Sandy,Tube well,Rawalpindi,"Barley, Maize"
39,16,27,4.934964765,1.760410561,Sandy,Canal,Rawalpindi,"Barley, Maize"
40,24,25,5.445008416,2.111309363,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
19,38,26,4.525722333,0.898096499,Loamy,Canal,Multan,"Mango, Wheat"
21,21,30,5.403908328,1.627263683,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
22,18,33,6.621623545,4.385336068,Sandy,Rain-fed,Lahore,"Wheat, Rice"
31,20,30,6.207495815,2.729768058,Sandy,Canal,Bahawalpur,"Dates, Millet"
18,26,31,5.418475257,1.398775944,Sandy,Canal,Bahawalpur,"Dates, Millet"
24,130,195,6.112305667,1.848734408,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
13,144,204,6.092241627,1.39987788,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
22,123,205,5.896343436,3.684058519,Sandy,Canal,Lahore,"Wheat, Rice"
36,125,196,6.15526103,0.587523795,Loamy,Rain-fed,Multan,"Mango, Wheat"
24,131,196,5.732453638,0.8710038,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
2,123,198,6.253034534,2.52828945,Sandy,Tube well,Multan,"Mango, Wheat"
35,140,197,6.106190557,0.808895689,Loamy,Tube well,Multan,"Mango, Wheat"
11,122,195,5.647202395,4.240239435,Loamy,Canal,Bahawalpur,"Dates, Millet"
6,123,203,6.130310493,2.284307898,Loamy,Canal,Multan,"Mango, Wheat"
17,134,204,6.499604931,4.025273192,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
25,130,197,5.554831977,2.228737136,Clayey,Canal,Rawalpindi,"Barley, Maize"
27,145,205,5.800242694,4.382411667,Sandy,Canal,Lahore,"Wheat, Rice"
